Source;Waypoint ID;Waypoint Date;Waypoint Time;X;Y;Last Modified;Last Modified By;Observation Category 0;Activity type;Beach name;Bird species;CCL: curved carapace length;CCW: curved carapace width;Date;Date;H: the total number of hatched hatchlings;Habitat;Nest location;Nest position;Number of individuals;Physical abnormality;Physical abnormality - comments;Predation;Turtle species;Type of activity;U: the total number of unhatched eggs in the nest;Observation Group
Patrol;4;20-May-23;4:56:04 PM;9708777,00;20584883333333300,00;Jul 4, 2023, 9:37:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;20-May-23;;;;;A: above high tide;;;;;CM: Green turtle;;;c013811109db40d397ca2d964fa6cf0f
Patrol;3;20-May-23;4:53:26 PM;9708752833333330,00;20589299999999900,00;Jul 4, 2023, 9:37:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;20-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;79773708d605443f8fe03af1c2006456
Patrol;2;20-May-23;4:39:25 PM;97084705,00;2061313333333330,00;Jul 4, 2023, 9:37:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;20-May-23;;;;;A: above high tide;;;;;CM: Green turtle;;;ebdadc347b784060a009692620616148
Patrol;3;19-May-23;10:37:41 PM;9708977666666660,00;20562283333333300,00;Jul 4, 2023, 9:37:23 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;127.0;112.0;19-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;96946c69b5ad41e697c8823e5d13211e
Patrol;2;19-May-23;10:35:48 PM;9708210499999990,00;2066065,00;Jul 4, 2023, 9:37:23 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;115.0;111.0;19-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;dcb89165c4a6475da8affc0abea73006
Patrol;8;19-May-23;10:50:38 AM;97091305,00;20525433333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;19-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;Yes;;;;75d42d6a46ac4e58b854d6f4e1a4ae8a
Patrol;7;19-May-23;10:37:22 AM;9708888999999990,00;2057058333333330,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;19-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;934c4aeafcdc4a23a23ddb360daee626
Patrol;6;19-May-23;10:32:31 AM;9708858333333330,00;20575033333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;19-May-23;;70.0;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;15.0;b2aeb3fc1f8643dab3bd2202151c09d1
Patrol;5;19-May-23;10:21:04 AM;9708801333333330,00;20582533333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;19-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;No;CM: Green turtle;;;e02e04462955483cb1f032cc1bd5cc78
Patrol;4;19-May-23;10:19:11 AM;97087795,00;20584333333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;19-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;10e53cd17ea94b0b951bebbc357f4684
Patrol;3;19-May-23;10:17:18 AM;9708766166666660,00;20586533333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;19-May-23;;;;B: beach (between high tide and slope);A: above high tide;;;;;CM: Green turtle;;;e3353a228a58459b859bdc9aa8874828
Patrol;2;19-May-23;10:15:29 AM;97087595,00;20588333333333300,00;Jul 4, 2023, 9:37:19 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;19-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;No;CM: Green turtle;;;3fb1d71a5b7445eb8b9e891ad69ca0c1
Patrol;7;18-May-23;6:59:18 AM;9709141833333330,00;2052955,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;18-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;6f14ffb68a9f40d0a4e4545e932f541a
Patrol;6;18-May-23;6:56:52 AM;9709124500000000,00;20534233333333300,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;18-May-23;;;;S: front slope of dune in sand;BE: between low and high tide;;;;;CM: Green turtle;;;7d1124292dfd4db4bfba92a149fc7f87
Patrol;5;18-May-23;6:54:25 AM;9709130833333330,00;20535616666666600,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;18-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;989bbe206c134bd18de5ad2889adc85e
Patrol;4;18-May-23;6:51:30 AM;9709093499999990,00;20544466666666600,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;18-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;81e9abaa9c874f738d0d9ebbaa1584ed
Patrol;3;18-May-23;6:45:14 AM;9708981833333330,00;20561149999999900,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;18-May-23;;;;S: front slope of dune in sand;A: above high tide;;;;;CM: Green turtle;;;3d24359b96f54a8c8f8b783135a8f110
Patrol;2;18-May-23;6:35:38 AM;9708924166666660,00;20566683333333300,00;Jul 4, 2023, 9:37:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;18-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;66356deb915f4dce804e36b26241ff6c
Patrol;3;17-May-23;11:25:51 PM;9708925333333330,00;205668,00;Jul 4, 2023, 9:36:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;92.0;86.0;17-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;dca1f568052943bb862aacf3a8f6603e
Patrol;2;17-May-23;11:01:28 PM;97089165,00;2056775,00;Jul 4, 2023, 9:36:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;96.0;98.0;17-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;86c817a659a9473ebb2b2750cfa94fbd
Patrol;9;17-May-23;4:08:38 PM;9709136833333330,00;20529583333333300,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;17-May-23;;;;;;;;;;CM: Green turtle;;;d4a7ea3020d84ab1bebfe05347e59279
Patrol;8;17-May-23;4:06:22 PM;9709124666666660,00;2053571666666660,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;17-May-23;;;;;;;;;;CM: Green turtle;;;6c9678587390405dba121f87e0e6c898
Patrol;7;17-May-23;4:05:06 PM;9709130166666660,00;2053701666666660,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;17-May-23;;;;G: dune in grass;A: above high tide;;;;Yes;CM: Green turtle;;;7999de3799eb46a1b06bf2216477d915
Patrol;6;17-May-23;4:02:37 PM;9709118166666660,00;2053865,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;17-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;fbdf50c57d3445969afb7c2420746419
Patrol;5;17-May-23;4:01:09 PM;9709107333333330,00;2053863333333330,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;17-May-23;;;;;;;;;;CM: Green turtle;;;abcb7e239a1a4f2fabc7a9568fc16ec5
Patrol;4;17-May-23;3:55:13 PM;9708983500000000,00;20559616666666600,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;17-May-23;;;;;;;;;;CM: Green turtle;;;8229e08a90404bc89c897ce554662ceb
Patrol;3;17-May-23;3:51:38 PM;9708902000000000,00;20569316666666600,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;17-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;720e89398ebe42b9b745790bff8de2f5
Patrol;2;17-May-23;3:44:23 PM;9708727500000000,00;20591966666666600,00;Jul 4, 2023, 9:36:52 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;17-May-23;;;;;;;;;;CM: Green turtle;;;facd08c56a8b4052883980865475a02d
Patrol;2;16-May-23;10:26:33 PM;9708745166666660,00;2059015,00;Jul 4, 2023, 9:36:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;106.0;95.0;16-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;b1f4f0294532433eb33951a403375efc
Patrol;2;16-May-23;6:22:12 PM;9708146833333330,00;20636483333333300,00;Jul 4, 2023, 9:36:39 AM;Dwi Iqbal Maulana;Sea turtle activity;;Pantai kecil;;50.0;46.0;16-May-23;;;;;;;DE: death;Penyu mati di pantai kecil,, panjang sirip tangan 28 cm. Panjang sirip kaki 15 cm ;;CM: Green turtle;;;2624a1b3e7344bceae71b385111cd71f
Patrol;13;16-May-23;10:12:09 AM;9709123666666660,00;20523533333333300,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;16-May-23;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;;CM: Green turtle;;;4941464ca4d446fc9ea458736e53bb30
Patrol;12;16-May-23;10:10:33 AM;9709128000000000,00;2052548333333330,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;CM: Green turtle;;;98001f9667fe42318fc350f0d7158b74
Patrol;11;16-May-23;10:08:00 AM;9709140666666660,00;20530850000000000,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;16-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;8870acd56b474fc786f4f071d1756ec6
Patrol;10;16-May-23;10:06:42 AM;9709135166666660,00;20532933333333300,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;d9e74beb0b534174af19035d77269b55
Patrol;9;16-May-23;10:05:08 AM;97091305,00;20535633333333300,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;16-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;de5df62578e3476c910b9c975b6095d3
Patrol;8;16-May-23;9:59:30 AM;9709093333333330,00;20544616666666600,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;Yes;CM: Green turtle;;;1aecb65d82f847ecbb0683ada65dab96
Patrol;7;16-May-23;9:56:58 AM;9709074000000000,00;20546066666666600,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;CM: Green turtle;;;b8d441ccc1d84c2193675c352e754d16
Patrol;6;16-May-23;9:54:51 AM;9709063166666660,00;2054971666666660,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;669ffd5f0a514be28843c666d016ddda
Patrol;5;16-May-23;9:52:20 AM;9709032,00;2055371666666660,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;aaf9ebf341f9467a919dd1edf0b897c1
Patrol;4;16-May-23;9:48:17 AM;9708923833333330,00;20566733333333300,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;40bc8ec19b3546789c09edfe8b74a751
Patrol;3;16-May-23;9:46:57 AM;9708903166666660,00;20568400000000000,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;16-May-23;;;;S: front slope of dune in sand;A: above high tide;;;;;CM: Green turtle;;;9f79f5f348cc42489d47081f1bb728d6
Patrol;2;16-May-23;9:45:01 AM;9708897,00;20569683333333300,00;Jul 4, 2023, 9:36:29 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;16-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;Yes;CM: Green turtle;;;80752fc63a774729ba1768949d9e9dd8
Patrol;9;15-May-23;5:46:44 PM;9708959333333330,00;20563466666666600,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;15-May-23;;66.0;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;14.0;4823a2be9d944bb0b0bddc5f270a71c1
Patrol;8;15-May-23;3:33:30 PM;9709131333333330,00;20534883333333300,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;0879be187c4e4cfbaf1e6651d81a758b
Patrol;7;15-May-23;3:31:47 PM;9709124333333330,00;20537199999999900,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;c0934c986de7472cbc190d192fc746e6
Patrol;6;15-May-23;3:14:20 PM;9708931833333330,00;20566633333333300,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;432efa448ef24870a8032962cead8370
Patrol;5;15-May-23;3:10:42 PM;9708863166666660,00;20574166666666600,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;Yes;CM: Green turtle;;;ccbbcb6281ce4feaa05d11590593d266
Patrol;4;15-May-23;3:07:03 PM;9708800500000000,00;205824,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;Yes;CM: Green turtle;;;44aa7e4bc24b40809236bebe30bb07d9
Patrol;3;15-May-23;3:04:34 PM;97087765,00;2058498333333330,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;15-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;c6ea96c19e754cc0b4ab39fd399e793b
Patrol;2;15-May-23;3:01:01 PM;9708743166666660,00;20591500000000000,00;Jul 4, 2023, 9:36:12 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;15-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;7415685868ae4fb0ac7c094c7b1a3d42
Patrol;2;14-May-23;10:28:23 PM;9708930000000000,00;20566466666666600,00;Jul 4, 2023, 9:35:56 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;103.0;90.0;14-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;2ca53b5df0b7405096ac1d27521c99d9
Patrol;13;14-May-23;9:34:55 AM;97091105,00;2053945,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;14-May-23;;;;;;;;;;CM: Green turtle;;;21f3506048c04a238e2f205afa88a518
Patrol;12;14-May-23;9:32:13 AM;9709072166666660,00;20547766666666600,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;83ba273404e845ab9e734b2183ce611f
Patrol;11;14-May-23;9:30:42 AM;9709077833333330,00;205494,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;14-May-23;;;;;;;;;;CM: Green turtle;;;4bcc5f87741441ba8d506d218f86a930
Patrol;10;14-May-23;9:29:21 AM;9709073333333330,00;20550066666666600,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;9a01e922b3bf45f69335a191cb2bf5c3
Patrol;9;14-May-23;9:27:00 AM;9709066333333330,00;20550183333333300,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;14-May-23;;;;;A: above high tide;;;;;CM: Green turtle;;;52400e183014414aaba4a7973bdd778e
Patrol;8;14-May-23;9:25:17 AM;9709064666666660,00;20551000000000000,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;14-May-23;;;;;;;;;;CM: Green turtle;;;6777125d7eb14d5ab7146690cc83ea84
Patrol;7;14-May-23;9:23:03 AM;9709046333333330,00;205542,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;2c5f956cb43349cd8734fbdeed7a4d11
Patrol;6;14-May-23;9:17:40 AM;97089,00;2056975,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;fe3a3c724c274322b496d58abb500039
Patrol;5;14-May-23;9:15:17 AM;97088585,00;2057358333333330,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;14-May-23;;;;;;;;;;CM: Green turtle;;;908f151e859c469fbb5b466abf40bb5a
Patrol;4;14-May-23;9:12:20 AM;9708802333333330,00;2058111666666660,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;14-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;Yes;CM: Green turtle;;;e24832d6216d43e1a190367d300cd103
Patrol;3;14-May-23;9:10:34 AM;9708800500000000,00;2058181666666660,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;bb10a8eee7574cbb8e3cbab3284828c1
Patrol;2;14-May-23;9:00:42 AM;9708453,00;20615116666666600,00;Jul 4, 2023, 9:35:54 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;14-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;Yes;CM: Green turtle;;;82c143358a904ee39d2472dc0c718973
Patrol;3;13-May-23;4:57:50 PM;9709009666666660,00;20557733333333300,00;Jul 4, 2023, 9:35:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;13-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;a31d15bc5bc24589a46be23ea58a2444
Patrol;2;13-May-23;4:49:15 PM;9708739166666660,00;20591933333333300,00;Jul 4, 2023, 9:35:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;13-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;73453502e4e8475eb07f04de185546a1
Patrol;22;12-May-23;8:34:23 AM;9709125,00;20519000000000000,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;12-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;da71a259c29d48e0bdc13f51fce6c43d
Patrol;20;12-May-23;8:26:14 AM;9709126833333330,00;205261,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;;Amandangan;;;;12-May-23;;;;B: beach (between high tide and slope);BL: below tidal line;;;;;CM: Green turtle;;;d896d691a151412f95ec72f2521ff830
Patrol;20;12-May-23;8:26:14 AM;9709126833333330,00;205261,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;12-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;d896d691a151412f95ec72f2521ff830
Patrol;19;12-May-23;8:20:59 AM;9709138,00;20530066666666600,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;00d967e6e6c247bfb845be7f06c3d91d
Patrol;18;12-May-23;8:19:11 AM;9709140166666660,00;20530833333333300,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;D: dune sand (area on top of dune);A: above high tide;;;;;CM: Green turtle;;;2dcb6e0ef2414c4fbafc676be22726b0
Patrol;17;12-May-23;8:17:40 AM;9709132666666660,00;20534033333333300,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;a11729f0ae7c4627ba0aee9b01143fa5
Patrol;14;12-May-23;7:53:10 AM;9709126166666660,00;20536533333333300,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;Ditemukan peyu yg trlambat turun,setela didekati penyu trsebut telah terikat dgn tali di lehernya ,ygcukup kuwat ,sampai napasnya terasa sesak,namun bukan orang ygsegaja naik kepantai aman dangan,dia trikatnya dari lokasi lan kemudian dia naik kpantai untuk bertelor setelah selesai bertelor dia menutup sarang sehinga tali yg megikat lehernya trsebut ikut tertimbun itulah yg menyebabkan dia trtahan,tidak bisa turun kelaut,tali ygmegikat leher trsebut panjangnya 3meter,sekarang dia suda Selamat kembali kelaut;;CM: Green turtle;;;cf4bdacf54d44b0aa0797cac528696e3
Patrol;13;12-May-23;7:47:59 AM;9709123666666660,00;205386,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;f8ff7dfcb4f141519721273d921fa312
Patrol;12;12-May-23;7:47:06 AM;9709121333333330,00;2053878333333330,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;1d81b801523f4a528178403f44985f88
Patrol;11;12-May-23;7:46:16 AM;9709116833333330,00;20538733333333300,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;5f69532043dd4a978e0ce5f6d0346927
Patrol;10;12-May-23;7:45:13 AM;9709114833333330,00;205394,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;0c361aaae8f6499fa30dbf793a4c091d
Patrol;9;12-May-23;7:44:08 AM;9709113,00;20540700000000000,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;;000e6fea077a4e94996f8bc4cd9ff414
Patrol;8;12-May-23;7:38:07 AM;9709066999999990,00;2055125,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;5.0;4.0;12-May-23;;44.0;;T: beneath tree, shrub, forest;A: above high tide;;;;;CM: Green turtle;;6.0;1979ba72c26a4202b19b91d0b11d8b99
Patrol;7;12-May-23;7:28:39 AM;9709032166666660,00;20554150000000000,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;12-May-23;;Beach;;;2.0;;;;;Standing;;849947fb262d4bb1a35244b3079d5648
Patrol;6;12-May-23;7:26:12 AM;9708996666666660,00;20558850000000000,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;12-May-23;;;;G: dune in grass;A: above high tide;;;;;CM: Green turtle;;;537a2a3e03f648d68acc34b2bd828731
Patrol;4;12-May-23;7:22:04 AM;9708932000000000,00;205662,00;Jul 4, 2023, 9:28:41 AM;Dwi Iqbal Maulana;Sea turtle activity;;;;;;;;;;;;;;;;;;;785eaf7459684404870b119338e88b7a
