Source;Waypoint ID;Waypoint Date;Waypoint Time;X;Y;Last Modified;Last Modified By;Observation Category 0;Activity type;Beach name;Bird species;CCL: curved carapace length;CCW: curved carapace width;Comments;D: the total number of dead hatchlings found inside the nest;Date;Date;Facial ID taken;H: the total number of hatched hatchlings;Habitat;Nest location;Nest position;Number of individuals;Place;Predation;Turtle species;Type of activity;Type of activity (other);U: the total number of unhatched eggs in the nest;Observation Group
Patrol;6;2-Jun-23;11:04:36 PM;9708853833333330,00;20574733333333300,00;Jun 19, 2023, 7:26:04 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;2-Jun-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;CM: Green turtle;;;;f66df15752b04f8e8a16e35e35168571
Patrol;5;2-Jun-23;11:00:42 PM;9708792666666660,00;2058298333333330,00;Jun 19, 2023, 7:26:04 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;2-Jun-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;CM: Green turtle;;;;ed87195a321e48378875d85b0bcfa804
Patrol;4;2-Jun-23;10:57:15 PM;9708782166666660,00;20583933333333300,00;Jun 19, 2023, 7:26:04 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;;;2-Jun-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;3b0df7a922694e2ca48a33b1d0ec3356
Patrol;3;2-Jun-23;10:52:43 PM;9708762999999990,00;20587233333333300,00;Jun 19, 2023, 7:26:04 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;106.0;94.0;;;2-Jun-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;CM: Green turtle;;;;bb260834aa064a18a356584f46ba6342
Patrol;2;2-Jun-23;10:51:11 PM;97087595,00;20587633333333300,00;Jun 19, 2023, 7:26:04 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;104.0;92.0;;;2-Jun-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;CM: Green turtle;;;;1a8b853d003f4e8f9f256732c9b91229
Patrol;7;2-Jun-23;7:55:02 AM;9709132666666660,00;20532266666666600,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;2-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;60b93ed52c2d4c54a6c1982fa2f06ac4
Patrol;6;2-Jun-23;7:53:05 AM;9709121166666660,00;20535316666666600,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;2-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;a055bd91f1b743519ce129c6b348710a
Patrol;5;2-Jun-23;7:43:39 AM;97088045,00;20580066666666600,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;2-Jun-23;;;Beach;;;2.0;Ground;;;Walking/Running;;;1dfd8776b914474e96a4f49022390171
Patrol;4;2-Jun-23;7:36:06 AM;97087565,00;2058855,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;2-Jun-23;;;;;;;;;;CM: Green turtle;;;;b5b48190bdb84fc384770f1f4a1f18d7
Patrol;3;2-Jun-23;7:26:10 AM;9708729999999990,00;205961,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;5.0;4.0;;3.0;2-Jun-23;;;102.0;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;30.0;9eadf117e819475b8a1a5b1e90f8b41c
Patrol;2;2-Jun-23;7:07:44 AM;9708633,00;20603249999999900,00;Jun 19, 2023, 7:25:55 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;2-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;d8e4a60655ec495bbd549e549b807f91
Patrol;11;1-Jun-23;10:02:40 PM;9709113333333330,00;20521516666666600,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;CM: Green turtle;;;;cf36f96d704b4e2988a9bd7b526c63cd
Patrol;10;1-Jun-23;10:00:38 PM;9709131833333330,00;2052655,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;;;;;;CM: Green turtle;;;;aa050eed7d074578a621e5b38060f9aa
Patrol;9;1-Jun-23;9:59:16 PM;9709116,00;20529300000000000,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;;;;;;CM: Green turtle;;;;14a0d54eb4a441aaaccfee2988ab6713
Patrol;8;1-Jun-23;9:56:12 PM;9709111499999990,00;20532233333333300,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;;;;;;CM: Green turtle;;;;fdd020a497c243c0a84632bd96e85019
Patrol;7;1-Jun-23;9:49:32 PM;9709092166666660,00;20542433333333300,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;100.0;95.0;;;1-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;d56004c241d94e888a310414da1e1e4c
Patrol;6;1-Jun-23;9:43:56 PM;9709088333333330,00;2054575,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;105.0;96.0;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;438774d0db064edba996af5a6691f1b8
Patrol;5;1-Jun-23;9:42:52 PM;9709084499999990,00;20545916666666600,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;99.0;88.0;;;1-Jun-23;;Left side of the head, Right side of the head, Top side of the head;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;d11a773fe65744bf97e77060f1a1300c
Patrol;4;1-Jun-23;9:34:13 PM;97089665,00;2056166666666660,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;107.0;97.0;;;1-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;4ef893879eae43adafd8099d9b7e2560
Patrol;3;1-Jun-23;9:26:20 PM;9708788166666660,00;20583233333333300,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;105.0;100.0;;;1-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;052851a2fad54e80bafe4fccb71b6a6c
Patrol;2;1-Jun-23;9:24:25 PM;9708781499999990,00;20583916666666600,00;Jun 19, 2023, 7:25:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;71.0;76.0;;;1-Jun-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;7e797d5dc29f4b1892d5f7799f98afd5
Patrol;24;1-Jun-23;11:00:51 AM;9708746000000000,00;20591466666666600,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Nias hill myna;;;;;;1-Jun-23;;;Forest;;;3.0;Tree;;;Standing;;;0ff267ab90a549388b7076ad05b5a789
Patrol;21;1-Jun-23;8:22:33 AM;9709115666666660,00;2051981666666660,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;;A: above high tide;;;;CM: Green turtle;;;;2004860165b241748e25c65b9c490d45
Patrol;20;1-Jun-23;8:19:18 AM;9709139333333330,00;205299,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;ca9934411cfc44de895d9a878abcf317
Patrol;19;1-Jun-23;8:18:17 AM;9709134833333330,00;20530816666666600,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;5fa5b07471064e5fb5324d6b0bae4897
Patrol;18;1-Jun-23;8:15:51 AM;97091375,00;2053071666666660,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;923e8bea11724ea3984ca458e5722f45
Patrol;17;1-Jun-23;8:13:47 AM;9709118500000000,00;205348,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;CM: Green turtle;;;;e188c50660dd4320ac6b4cfdb64d7d39
Patrol;16;1-Jun-23;8:12:18 AM;9709125333333330,00;205355,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;6c3564eae6af4ec6a2e5958383448af1
Patrol;15;1-Jun-23;8:06:45 AM;9709006833333330,00;205575,00;Jun 19, 2023, 7:25:31 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;1f5148716edc4e219d1362a435d648d1
Patrol;14;1-Jun-23;8:04:49 AM;97089935,00;205603,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;47c97dc2814c4b2b86d1f111acd20236
Patrol;13;1-Jun-23;8:01:23 AM;9708945166666660,00;20563466666666600,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;134627cdbeb34da98dd1f01fbdf59fed
Patrol;12;1-Jun-23;7:57:46 AM;9708851833333330,00;20574033333333300,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;62492eeeea05417a91e83f0716c280d6
Patrol;11;1-Jun-23;7:55:00 AM;9708820333333330,00;2057888333333330,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;CM: Green turtle;;;;1936d8ab44b74ef9a39367c45c016cd2
Patrol;10;1-Jun-23;7:52:48 AM;9708775333333330,00;205849,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;abb1d93ba3974dfe84c4ed27a6afc66a
Patrol;9;1-Jun-23;7:51:20 AM;9708760166666660,00;20587683333333300,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;;;1-Jun-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;065a1a95fca34af783bbcf1a6ae093f8
Patrol;8;1-Jun-23;7:48:25 AM;9708738833333330,00;205912,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;1-Jun-23;;;;;S: front slope of dune in sand;A: above high tide;;;;CM: Green turtle;;;;9ee134b9943a4071ba7442631b2ee5bd
Patrol;7;1-Jun-23;7:44:49 AM;9708705333333330,00;2059685,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;5.0;4.0;;;1-Jun-23;;;76.0;;D: dune sand (area on top of dune);A: above high tide;;;;CM: Green turtle;;;4.0;4dacdb520bc44a70b1dc8fc75bcd1c3f
Patrol;6;1-Jun-23;7:30:26 AM;9708702666666660,00;2059606666666660,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;1-Jun-23;;;Beach;;;2.0;;;;Standing;;;d08739926b714422a2a495c0c52087e7
Patrol;5;1-Jun-23;7:22:11 AM;9708424000000000,00;20622233333333300,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Nias hill myna;;;;;;1-Jun-23;;;Forest;;;2.0;Tree;;;Standing;Burung beo nhm yg direkam suara nya saja.;;a87deffcfb7a4ba483dcf3fb6e2f4e80
Patrol;2;1-Jun-23;7:02:10 AM;9708104999999990,00;20642533333333300,00;Jun 19, 2023, 7:25:30 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Pantai kecil;;;;;;1-Jun-23;;;;;S: front slope of dune in sand;A: above high tide;;;;CM: Green turtle;;;;8c34f4cb17334404b131e8d735a39be6
Patrol;9;31-May-23;8:16:10 AM;97091345,00;20525766666666600,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;31-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;a6c7755b2afd47228ba789eddab7840a
Patrol;8;31-May-23;8:14:37 AM;9709132,00;20528366666666600,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;31-May-23;;;;;;;;;;CM: Green turtle;;;;5f7287d7f97e451f83353d266524bea8
Patrol;7;31-May-23;8:12:25 AM;9709129999999990,00;2053271666666660,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;31-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;a30b3fffcf3c4cb18088974ebbd147ab
Patrol;6;31-May-23;8:08:55 AM;9709114,00;2053985,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;31-May-23;;;;;;;;;;CM: Green turtle;;;;dc7ebf5aa4d54cd19f9c42c7fc1a0bf6
Patrol;5;31-May-23;8:04:08 AM;9709073833333330,00;205491,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;31-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;e30b35ee968748c78fea271a39f715ca
Patrol;4;31-May-23;8:00:17 AM;9709055666666660,00;2055165,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;31-May-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;49dfc9bf4e5d43f09127b0c56e7239f7
Patrol;3;31-May-23;7:50:00 AM;9708742500000000,00;20590716666666600,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;31-May-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;2a2767af786d4881945ad89332eb6c48
Patrol;2;31-May-23;7:48:27 AM;9708740166666660,00;2059045,00;Jun 19, 2023, 7:24:07 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;31-May-23;;;Beach;;;2.0;Ground;;;Vocalising, Walking/Running;;;d6e13360faca4803a987839259c249cd
Patrol;7;31-May-23;12:52:26 AM;9709119166666660,00;205216,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;31-May-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;CM: Green turtle;;;;f1aaae4951b945f5a753fb101ec63c33
Patrol;6;31-May-23;12:45:53 AM;9709109833333330,00;20537783333333300,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;;;31-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;f72e7fa5a9ae4d85bf8cc70d50fd85ab
Patrol;5;31-May-23;12:40:45 AM;9709110333333330,00;20540516666666600,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;105.0;89.0;;;31-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;9c53f52cbec14d2092dd9dfe82d5fae3
Patrol;4;31-May-23;12:36:17 AM;9709084666666660,00;20544966666666600,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;102.0;93.0;;;31-May-23;;;;;D: dune sand (area on top of dune);BL: below tidal line;;;;CM: Green turtle;;;;7943a97f23924d66aa26dd12d19064c8
Patrol;3;31-May-23;12:29:09 AM;9709004166666660,00;205581,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;104.0;96.0;;;31-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;88e22a0a09a74bdcaa02931b71002c2d
Patrol;2;31-May-23;12:22:18 AM;9708981333333330,00;20561366666666600,00;Jun 19, 2023, 7:23:13 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;31-May-23;;;;;;;;;;CM: Green turtle;;;;587b15fdb65441e6a07f109d9a0ab17f
Patrol;11;30-May-23;10:10:23 AM;9709131666666660,00;20534233333333300,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;84c9188866a84dcb8382f4c9fe48ac5c
Patrol;10;30-May-23;9:59:14 AM;9709001833333330,00;20557716666666600,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;30-May-23;;;;;;;;;;CM: Green turtle;;;;7d56ca66c89d4909bb5ca57b25373a5f
Patrol;9;30-May-23;9:58:09 AM;9708989500000000,00;20559683333333300,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;87e445438d61464584f0d167283b56c8
Patrol;8;30-May-23;9:57:01 AM;9708982333333330,00;20560716666666600,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;42e6720a96004cbc99da794089618847
Patrol;7;30-May-23;9:52:34 AM;9708879166666660,00;20571183333333300,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;add137799be44b3a866dfaa83abefb91
Patrol;6;30-May-23;9:46:29 AM;9708751,00;2058883333333330,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;e1778bf7410e4ce1bddb2646ef2b1450
Patrol;5;30-May-23;9:43:40 AM;9708726666666660,00;2059555,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;30-May-23;;;;;;;;;;CM: Green turtle;;;;124e5eef14264b368f7ce780d7d0af83
Patrol;4;30-May-23;9:33:50 AM;9708652166666660,00;20601350000000000,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;30-May-23;;;;;;;;;;CM: Green turtle;;;;3869cfe6160c43139d9f850d3222eea6
Patrol;3;30-May-23;9:32:52 AM;9708648666666660,00;2060166666666660,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;30-May-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;CM: Green turtle;;;;282dd95e45d3427b8422414b4f428214
Patrol;2;30-May-23;9:14:05 AM;9708259500000000,00;20636733333333300,00;Jun 19, 2023, 7:22:59 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Nias hill myna;;;Tinggi nya sekitar 50 m;;;30-May-23;;;Forest;;;4.0;Tree;;;Vocalising;;;f6f0e87a6c4a4cac9bce93dbe885c173
Patrol;4;29-May-23;10:15:08 PM;9709132666666660,00;205288,00;Jun 19, 2023, 7:22:44 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;105.0;94.0;;;29-May-23;;Left side of the head, Right side of the head, Top side of the head;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;51c3b7865f714a61afd53eba0d3484a4
Patrol;3;29-May-23;9:54:35 PM;9708763333333330,00;20587066666666600,00;Jun 19, 2023, 7:22:44 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;108.0;100.0;;;29-May-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;99b1d21a816b46cd99ef1315aa481b63
Patrol;2;29-May-23;9:49:37 PM;9708738833333330,00;20594249999999900,00;Jun 19, 2023, 7:22:44 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;104.0;97.0;;;29-May-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;CM: Green turtle;;;;af3d999dcc764b448aa9fc6c1a103fe4
Patrol;17;29-May-23;8:46:21 AM;9709131000000000,00;20526600000000000,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;S: front slope of dune in sand;BE: between low and high tide;;;;CM: Green turtle;;;;828c2a891b8148c893109aab7207deec
Patrol;16;29-May-23;8:44:40 AM;9709127333333330,00;2052853333333330,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;29-May-23;;;;;B: beach (between high tide and slope);BL: below tidal line;;;;CM: Green turtle;;;;f029f029affe47cc961e94b9d2386946
Patrol;15;29-May-23;8:43:21 AM;9709133666666660,00;20529450000000000,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;29-May-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;e6c0c62fc9524faa804c6c89dc0d467e
Patrol;14;29-May-23;8:39:58 AM;9709113166666660,00;20538833333333300,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;bf731e7fe67941678590005d1ebda071
Patrol;13;29-May-23;8:37:32 AM;9709089666666660,00;20544166666666600,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;8834ef2f2ff84dbb88265d316472bc90
Patrol;12;29-May-23;8:36:38 AM;9709084499999990,00;2054463333333330,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;D: dune sand (area on top of dune);A: above high tide;;;;CM: Green turtle;;;;db68b33cd7ef49429d6a1cc7f9c2dc3b
Patrol;11;29-May-23;8:32:01 AM;9709005666666660,00;205576,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;29-May-23;;;;;S: front slope of dune in sand;A: above high tide;;;;CM: Green turtle;;;;4a729ff862b14bbf935408a7832c2f7e
Patrol;10;29-May-23;8:30:49 AM;9709003499999990,00;205585,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;29-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;48cf51d76ba7494cb401725bc0b84e7a
Patrol;9;29-May-23;8:26:39 AM;9708904,00;2056836666666660,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;29-May-23;;;;;G: dune in grass;A: above high tide;;;;CM: Green turtle;;;;69351b0d194143adaa5bfd0d33454a78
Patrol;8;29-May-23;8:25:05 AM;9708902833333330,00;20567466666666600,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;S: front slope of dune in sand;BE: between low and high tide;;;;CM: Green turtle;;;;f2b35473d6c4459b8092466e0c4dfcab
Patrol;7;29-May-23;8:20:37 AM;9708844833333330,00;20574833333333300,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;29-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;d8d56c8d7cfc40ecbbef764aa77d2498
Patrol;6;29-May-23;8:18:29 AM;9708841499999990,00;2057596666666660,00;Jun 19, 2023, 7:22:38 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;29-May-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;CM: Green turtle;;;;e6d20ab7370b44aaa33f548278f399e7
