Source;Waypoint ID;Waypoint Date;Waypoint Time;X;Y;Last Modified;Last Modified By;Observation Category 0;Activity type;Beach name;Bird species;CCL: curved carapace length;CCW: curved carapace width;Comments;D: the total number of dead hatchlings found inside the nest;Date;Date;Facial ID taken;H: the total number of hatched hatchlings;Habitat;Nest location;Nest position;Number of individuals;Physical abnormality;Physical abnormality - comments;Place;Predation;Turtle species;Type of activity;Type of activity (other);U: the total number of unhatched eggs in the nest;Observation Group
Patrol;6;28-Mar-23;3:44:18 PM;9708137,00;20638833333333300,00;Apr 15, 2023, 10:52:20 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Pantai kecil;;;;;;28-Mar-23;;;;;S: front slope of dune in sand;BE: between low and high tide;;;;;;CM: Green turtle;;;;7739ec997f934ce8b096bba19af21e59
Patrol;5;28-Mar-23;3:27:25 PM;9708631500000000,00;20603783333333300,00;Apr 15, 2023, 10:52:20 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;28-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;2a6abfcbc88b481383727169deae4b5b
Patrol;4;28-Mar-23;2:14:25 PM;9708941333333330,00;205621,00;Apr 15, 2023, 10:52:20 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;28-Mar-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;;CM: Green turtle;;;;fccb1a51bf59497996ee616356e6d063
Patrol;3;28-Mar-23;2:07:05 PM;9708746666666660,00;20591266666666600,00;Apr 15, 2023, 10:52:20 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;;;28-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;f4901a831e5449cd882158b89fac8d3c
Patrol;2;28-Mar-23;2:04:41 PM;9708713666666660,00;2059568333333330,00;Apr 15, 2023, 10:52:20 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;28-Mar-23;;;;;S: front slope of dune in sand;A: above high tide;;;;;;CM: Green turtle;;;;e0a2f8cc99f34d5fb62bb28544a69094
Patrol;3;27-Mar-23;10:10:42 PM;9709068166666660,00;20552766666666600,00;Apr 15, 2023, 10:52:05 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;107.0;100.0;;;27-Mar-23;;Left side of the head, Right side of the head, Top side of the head;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;fe6da497d8134edf93d6bf32dd2b027d
Patrol;2;27-Mar-23;9:41:51 PM;9708467666666660,00;20614083333333300,00;Apr 15, 2023, 10:52:05 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;27-Mar-23;;;;;;;;;;;;CM: Green turtle;;;;e656dbf6c3f14157b50d1c3badf4ae87
Patrol;8;27-Mar-23;8:26:56 AM;9708132833333330,00;20638300000000000,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Pantai kecil;;;;;;27-Mar-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;Yes;CM: Green turtle;;;;5d59733d589d41d6b276f0460e8bbf89
Patrol;7;27-Mar-23;8:24:28 AM;9708202833333330,00;20638366666666600,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Nias hill myna;;;;;;27-Mar-23;;;Forest;;;4.0;;;Tree;;;;;;23bdcdf32ce04ac8a00601a1af536646
Patrol;6;27-Mar-23;7:45:37 AM;9709129833333330,00;20527233333333300,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;27-Mar-23;;;;;;;;;;;;CM: Green turtle;;;;0ffc32e1e25847d6a5baa497344490ff
Patrol;5;27-Mar-23;7:41:45 AM;9709090333333330,00;2053395,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;27-Mar-23;;;;;;;;;;;;CM: Green turtle;;;;d88636f8d7b6478093973c7c9f90fdf1
Patrol;4;27-Mar-23;7:38:14 AM;9709056000000000,00;20547816666666600,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;27-Mar-23;;;Beach;;;2.0;;;Ground;;;Nesting, Walking/Running;;;4403f38b5d4347f38c478cf4314a71fe
Patrol;3;27-Mar-23;7:35:26 AM;9709043000000000,00;205528,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Sea turtle activity;H: hatching (both direct encounter and visible tracks);Amandangan;;;;;;27-Mar-23;;;121.0;;B: beach (between high tide and slope);A: above high tide;;;;;;CM: Green turtle;;;9.0;c96d46aab66b497596b9e78e53f80523
Patrol;2;27-Mar-23;7:17:51 AM;9708742500000000,00;20590933333333300,00;Apr 15, 2023, 10:51:59 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;27-Mar-23;;;;;G: dune in grass;A: above high tide;;;;;;CM: Green turtle;;;;35c6fd0e7cbc4d88a9d91cfb9ce2469a
Patrol;3;26-Mar-23;10:38:07 PM;9709044666666660,00;20554599999999900,00;Apr 15, 2023, 10:51:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;100.0;98.0;;;26-Mar-23;;;;;D: dune sand (area on top of dune);A: above high tide;;;;;;CM: Green turtle;;;;3662359c8dd043a9b5d84c0d81e7dab7
Patrol;2;26-Mar-23;10:03:46 PM;9709132333333330,00;20529066666666600,00;Apr 15, 2023, 10:51:43 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;108.0;95.0;;;26-Mar-23;;;;;G: dune in grass;A: above high tide;;;;;;CM: Green turtle;;;;d04f834d47ae4fb595fdc079c11130ed
Patrol;7;26-Mar-23;7:46:54 AM;9709055333333330,00;20546166666666600,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;26-Mar-23;;;Beach;;;3.0;;;Ground;;;Standing;;;c98e525805204f668955aab6a377b09a
Patrol;6;26-Mar-23;7:32:03 AM;9709040833333330,00;2055358333333330,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;26-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;64091e48b8734eab979bfc80a48a3031
Patrol;5;26-Mar-23;7:30:26 AM;9709032,00;20554183333333300,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;26-Mar-23;;;;;D: dune sand (area on top of dune);A: above high tide;;;;;;CM: Green turtle;;;;ea29a13bc7e8447e83605efaec9a97df
Patrol;4;26-Mar-23;7:18:00 AM;9708728500000000,00;20594650000000000,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;26-Mar-23;;;;;S: front slope of dune in sand;BE: between low and high tide;;;;;;CM: Green turtle;;;;8296298c2a9b4830b8d26d4134dad225
Patrol;3;26-Mar-23;6:55:01 AM;9708139666666660,00;20638383333333300,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Pantai kecil;;;;;;26-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;bd5a7e98a40f4addadb6ccf854725398
Patrol;2;26-Mar-23;6:52:19 AM;9708130333333330,00;2063978333333330,00;Apr 15, 2023, 10:51:29 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Pantai kecil;;;;;;26-Mar-23;;;;;T: beneath tree, shrub, forest;BE: between low and high tide;;;;;;CM: Green turtle;;;;2f3a5f83b2c049048045b0e1e728395b
Patrol;4;25-Mar-23;10:42:00 PM;9709144333333330,00;20530850000000000,00;Apr 15, 2023, 10:51:07 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;a55d0a57c4284e02b39a7a38c650c9c5
Patrol;3;25-Mar-23;10:21:14 PM;9708722666666660,00;2059613333333330,00;Apr 15, 2023, 10:51:06 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;103.0;92.0;;;25-Mar-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;;;CM: Green turtle;;;;8944cfa5f4634dc6a6d2ab2db134b13b
Patrol;2;25-Mar-23;9:45:02 PM;9708170333333330,00;20653783333333300,00;Apr 15, 2023, 10:51:06 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;103.0;93.0;;;25-Mar-23;;;;;D: dune sand (area on top of dune);BE: between low and high tide;;;;;;CM: Green turtle;;;;344a13a81415475d8be27415b650a5e2
Patrol;18;25-Mar-23;4:57:48 PM;97081435,00;206589,00;Apr 15, 2023, 10:51:01 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Pantai pelanggaran;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;;Yes;CM: Green turtle;;;;268401c2f198427eb2a0c947fb25c1d1
Patrol;15;25-Mar-23;3:00:22 PM;9709131333333330,00;20528116666666600,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;883d9f2acecf41548140cd220b332eaa
Patrol;14;25-Mar-23;2:55:15 PM;9709123666666660,00;2053548333333330,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;P: predation;Amandangan;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;;Yes;CM: Green turtle;;;;58b70d6fad5e486889ec38534ac606b9
Patrol;13;25-Mar-23;2:52:38 PM;9709108833333330,00;20541133333333300,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;;;CM: Green turtle;;;;656e9956fe384499b6ba25dfa4004d86
Patrol;12;25-Mar-23;2:48:53 PM;9709074333333330,00;2054911666666660,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Bird's monitoring;;;Beach stone-curlew;;;;;;25-Mar-23;;;Beach;;;3.0;;;Ground;;;Nesting, Vocalising;;;40c84e5384404daf8c1c3a00f149c505
Patrol;11;25-Mar-23;2:46:06 PM;9709033333333330,00;20554383333333300,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);A: above high tide;;;;;;CM: Green turtle;;;;850656769ed24fb09f5126110bc49d27
Patrol;10;25-Mar-23;2:44:17 PM;9709000499999990,00;2055825,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;25-Mar-23;;;;;;;;;;;;CM: Green turtle;;;;fdd5473a5c164695a9044df00deb5f07
Patrol;9;25-Mar-23;2:41:50 PM;9708935333333330,00;20565766666666600,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;eee4efe571744df28260441a21e852e4
Patrol;8;25-Mar-23;2:38:50 PM;9708880333333330,00;20571183333333300,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;4a31735ae8394821a61cc3a5b70522d5
Patrol;7;25-Mar-23;2:36:18 PM;9708836166666660,00;2057575,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-U: false crawl without nesting attempt;Amandangan;;;;;;25-Mar-23;;;;;;;;;;;;CM: Green turtle;;;;e469b849435448b18be9c5284298b5fc
Patrol;6;25-Mar-23;2:28:14 PM;9708648833333330,00;20602266666666600,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;;CM: Green turtle;;;;53df8d80d3cd475dae3978f3f2e087ea
Patrol;5;25-Mar-23;2:25:12 PM;9708572333333330,00;2060713333333330,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Amandangan;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;;CM: Green turtle;;;;653ebbd9159d4d6aa45cb163772afc68
Patrol;4;25-Mar-23;2:22:25 PM;9708484666666660,00;2061158333333330,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;FC-A: false crawl with nesting attempt;Amandangan;;;;;;25-Mar-23;;;;;B: beach (between high tide and slope);BE: between low and high tide;;;;;;CM: Green turtle;;;;7d6fb124d797483e94501e999c434c48
Patrol;2;25-Mar-23;2:05:50 PM;9708152999999990,00;2063953333333330,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Pantai kecil;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;Yes;CM: Green turtle;;;;ddec2a451fb4439b81ecda999793add7
Patrol;2;25-Mar-23;2:05:50 PM;9708152999999990,00;2063953333333330,00;Apr 15, 2023, 10:51:00 AM;Dwi Iqbal Maulana;Sea turtle activity;IS: successful nesting;Pantai pelanggaran;;;;;;25-Mar-23;;;;;T: beneath tree, shrub, forest;A: above high tide;;;;;Yes;CM: Green turtle;;;;ddec2a451fb4439b81ecda999793add7
