"Source","Waypoint ID","Waypoint Date","Waypoint Time","X","Y","Last Modified","Last Modified By","Observation Category 0","Activity type","Beach name","Bird species","CCL: curved carapace length","CCW: curved carapace width","D: the total number of dead hatchlings found inside the nest","Date","Date","H: the total number of hatched hatchlings","Habitat","Nest location","Nest position","Number of individuals","Place","Predation","Turtle species","Type of activity","U: the total number of unhatched eggs in the nest","Observation Group"
"Patrol","5","Jul 3, 2023","7:28:29 AM","97.09052000000001","2.055248333333333","Jul 17, 2023, 3:51:08 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 3, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","4fea554907434759bfcfb6fcbc5f9625"
"Patrol","4","Jul 3, 2023","7:27:42 AM","97.09049000000002","2.055266666666667","Jul 17, 2023, 3:51:08 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-U: false crawl without nesting attempt","Amandangan","","","","","Jul 3, 2023","","","","","","","","","CM: Green turtle","","","dd189a6a16654e4ab0ff7f3e44cc3530"
"Patrol","3","Jul 3, 2023","7:22:19 AM","97.08938500000001","2.05655","Jul 17, 2023, 3:51:08 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-U: false crawl without nesting attempt","Amandangan","","","","","Jul 3, 2023","","","","","","","","","CM: Green turtle","","","a1d9af246a254fee949414ea73a5e153"
"Patrol","2","Jul 3, 2023","7:16:35 AM","97.08751333333333","2.0589533333333336","Jul 17, 2023, 3:51:08 PM","Dwi Iqbal Maulana","Sea turtle activity","H: hatching (both direct encounter and visible tracks)","Amandangan","","","","2.0","Jul 3, 2023","","97.0","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","4.0","73a054cd53ff4b32a697a83067af9cfc"
"Patrol","17","Jul 2, 2023","9:04:18 AM","97.09134833333334","2.0529283333333335","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","S: front slope of dune in sand","A: above high tide","","","","CM: Green turtle","","","29421f502af24e6f9c70ac3d7187fb65"
"Patrol","16","Jul 2, 2023","9:02:55 AM","97.09126833333333","2.0531783333333333","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","8bec8655046a440c84139be0f6463694"
"Patrol","15","Jul 2, 2023","9:01:28 AM","97.09131166666666","2.0535366666666666","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","G: dune in grass","A: above high tide","","","","CM: Green turtle","","","af3de710e8ed4606bee2d0ddaf64e073"
"Patrol","14","Jul 2, 2023","8:59:33 AM","97.09113333333335","2.0538466666666664","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-U: false crawl without nesting attempt","Amandangan","","","","","Jul 2, 2023","","","","","","","","","CM: Green turtle","","","c971ad4eaaa04530a2c8d4a15ed5202d"
"Patrol","13","Jul 2, 2023","8:58:16 AM","97.09091833333332","2.054126666666667","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-U: false crawl without nesting attempt","Amandangan","","","","","Jul 2, 2023","","","","","","","","","CM: Green turtle","","","f3593c3191df4f4592598488887e8c72"
"Patrol","12","Jul 2, 2023","8:56:59 AM","97.09088166666668","2.054571666666667","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","562ffc0c61134499b646857973635afa"
"Patrol","11","Jul 2, 2023","8:54:41 AM","97.09064666666667","2.055071666666667","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-A: false crawl with nesting attempt","Amandangan","","","","","Jul 2, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","84c1a2e25cdb4f24826206038809e65e"
"Patrol","10","Jul 2, 2023","8:53:58 AM","97.09057499999999","2.0551316666666666","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","3bf45205ff144f1d80a1ee25d4cb916a"
"Patrol","9","Jul 2, 2023","8:52:18 AM","97.09011166666666","2.055685","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","9322765c9d0642d18a5d72813c18c4b8"
"Patrol","8","Jul 2, 2023","8:51:28 AM","97.09001166666667","2.0558283333333334","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","5695295cb75e4cb9aecd578a40d32dc2"
"Patrol","7","Jul 2, 2023","8:49:22 AM","97.08950833333334","2.056405","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","88ad431aa2ee43ce97f13a9387d80e91"
"Patrol","6","Jul 2, 2023","8:46:12 AM","97.08847833333333","2.057511666666667","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","G: dune in grass","A: above high tide","","","","CM: Green turtle","","","95211a68612d400487bed11c10b2ef10"
"Patrol","5","Jul 2, 2023","8:43:39 AM","97.08783333333334","2.0583733333333334","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","a4df8d3d04a642ca8bfd879b499ccb1a"
"Patrol","4","Jul 2, 2023","8:42:34 AM","97.08777333333335","2.058475","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","b43bf82129294a5c849c43e794fa6375"
"Patrol","3","Jul 2, 2023","8:40:44 AM","97.08758333333331","2.058796666666667","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 2, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","ab9b2b7e90c24421a411b4634eed7459"
"Patrol","2","Jul 2, 2023","8:35:57 AM","97.086","2.060315","Jul 17, 2023, 3:50:39 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-U: false crawl without nesting attempt","Amandangan","","","","","Jul 2, 2023","","","","","","","","","CM: Green turtle","","","3d3ebf068e97423588f6ef5cabfca64f"
"Patrol","5","Jul 1, 2023","10:13:12 AM","97.08173833333333","2.066425","Jul 17, 2023, 3:50:01 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Pantai pelanggaran","","","","","Jul 1, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","1dc53a86bda44481b3152afa98fe0767"
"Patrol","4","Jul 1, 2023","9:24:17 AM","97.091305","2.0534033333333332","Jul 17, 2023, 3:50:01 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-A: false crawl with nesting attempt","Amandangan","","","","","Jul 1, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","8012f6d5ea3b4698b7f3c037708f35d5"
"Patrol","3","Jul 1, 2023","9:18:11 AM","97.08986833333331","2.0560016666666665","Jul 17, 2023, 3:50:01 PM","Dwi Iqbal Maulana","Sea turtle activity","FC-A: false crawl with nesting attempt","Amandangan","","","","","Jul 1, 2023","","","","B: beach (between high tide and slope)","A: above high tide","","","","CM: Green turtle","","","fcc639c76d7c45959ba263c1f5405300"
"Patrol","2","Jul 1, 2023","9:11:16 AM","97.08777166666665","2.0584783333333334","Jul 17, 2023, 3:50:01 PM","Dwi Iqbal Maulana","Sea turtle activity","IS: successful nesting","Amandangan","","","","","Jul 1, 2023","","","","T: beneath tree, shrub, forest","A: above high tide","","","","CM: Green turtle","","","ea4e6ab7b14146289bdae91f25467320"
